"zona","provincia","maxabs","minabs","brecha_sc","count.sc","municipio","provincianombre"
"31107","31",18.7,16.3,2.4,2,"Funes","Navarra"
"18119","18",20.6,18.2,2.4,2,"Lecrín","Granada"
"03044","03",22.3,19.9,2.4,3,"Bigastro","Alicante"
"46160","46",25,22.6,2.4,2,"Manuel","Valencia/Valéncia"
"50165","50",30.3,27.9,2.4,2,"Mequinenza","Zaragoza"
"28090","28",30.4,28,2.4,5,"Moralzarzal","Madrid"
"50208","50",30.6,28.2,2.4,2,"Pina de Ebro","Zaragoza"
"18027","18",31.6,29.2,2.4,2,"Benalúa","Granada"
"18188","18",31.9,29.5,2.4,2,"Villanueva Mesía","Granada"
"43093","43",37.2,34.8,2.4,3,"Móra d'Ebre","Tarragona"
"43016","43",37.4,35,2.4,2,"Arboç, L'","Tarragona"
"45088","45",37.5,35.1,2.4,2,"Magán","Toledo"
"45078","45",12.4,9.9,2.5,2,"Huerta de Valdecarábanos","Toledo"
"41066","41",17.8,15.3,2.5,2,"Navas de la Concepción, Las","Sevilla"
"06025","06",19,16.5,2.5,4,"Calamonte","Badajoz"
"10061","10",23.2,20.7,2.5,2,"Ceclavín","Cáceres"
"23047","23",24,21.5,2.5,2,"Iruela, La","Jaén"
"45052","45",25.2,22.7,2.5,2,"Cobisa","Toledo"
"25172","25",26.4,23.9,2.5,2,"Ponts","Lleida"
"38010","38",27.3,24.8,2.5,4,"Buenavista del Norte","Santa Cruz de Tenerife"
"45002","45",27.7,25.2,2.5,2,"Alameda de la Sagra","Toledo"
"31250","31",34,31.5,2.5,3,"Bera","Navarra"
"04903","04",34.4,31.9,2.5,5,"Mojonera, La","Almería"
"08140","08",38.1,35.6,2.5,3,"Navarcles","Barcelona"
"02075","02",14.7,12.1,2.6,2,"Valdeganga","Albacete"
"45071","45",15.5,12.9,2.6,2,"Guardia, La","Toledo"
"13092","13",16,13.4,2.6,3,"Villanueva de la Fuente","Ciudad Real"
"34123","34",17.4,14.8,2.6,2,"Paredes de Nava","Palencia"
"29013","29",17.5,14.9,2.6,2,"Alozaina","Málaga"
"04062","04",19.6,17,2.6,4,"Macael","Almería"
"10218","10",20.6,18,2.6,2,"Zarza la Mayor","Cáceres"
"06066","06",23.7,21.1,2.6,2,"Higuera de Vargas","Badajoz"
"10116","10",25.8,23.2,2.6,3,"Malpartida de Plasencia","Cáceres"
"21058","21",27,24.4,2.6,2,"Puebla de Guzmán","Huelva"
"34056","34",27.1,24.5,2.6,3,"Cervera de Pisuerga","Palencia"
"34069","34",30.1,27.5,2.6,2,"Dueñas","Palencia"
"28089","28",30.3,27.7,2.6,3,"Moraleja de Enmedio","Madrid"
"31176","31",31.7,29.1,2.6,2,"Murchante","Navarra"
"40040","40",31.8,29.2,2.6,3,"Cantalejo","Segovia"
"31157","31",31.9,29.3,2.6,3,"Lodosa","Navarra"
"28100","28",40.1,37.5,2.6,3,"Nuevo Baztán","Madrid"
"23064","23",11.8,9.1,2.7,2,"Noalejo","Jaén"
"14048","14",12.1,9.4,2.7,2,"Palenciana","Córdoba"
"11002","11",15.2,12.5,2.7,4,"Alcalá del Valle","Cádiz"
"06007","06",19.2,16.5,2.7,2,"Alconchel","Badajoz"
"14072","14",19.6,16.9,2.7,2,"Villaralto","Córdoba"
"23044","23",20.8,18.1,2.7,4,"Huelma","Jaén"
"46009","46",21.8,19.1,2.7,3,"Albalat dels Sorells","Valencia/Valéncia"
"10087","10",23.4,20.7,2.7,2,"Guadalupe","Cáceres"
"41048","41",24.9,22.2,2.7,3,"Guadalcanal","Sevilla"
"05021","05",27.8,25.1,2.7,2,"Barco de Ávila, El","Ávila"
"19331","19",29.2,26.5,2.7,2,"Yunquera de Henares","Guadalajara"
"10205","10",30.4,27.7,2.7,2,"Valverde del Fresno","Cáceres"
"08237","08",30.9,28.2,2.7,2,"Sant Quirze de Besora","Barcelona"
"08148","08",47.2,44.5,2.7,2,"Olivella","Barcelona"
"15080","15",13.3,10.5,2.8,2,"Sobrado","Coruña, A"
"23014","23",14.4,11.6,2.8,2,"Begíjar","Jaén"
"23085","23",17.1,14.3,2.8,3,"Torreblascopedro","Jaén"
"15079","15",18.8,16,2.8,2,"Santiso","Coruña, A"
"46014","46",19.5,16.7,2.8,2,"Albuixech","Valencia/Valéncia"
"11019","11",21.9,19.1,2.8,2,"Grazalema","Cádiz"
"46106","46",22.5,19.7,2.8,2,"Chelva","Valencia/Valéncia"
"14040","14",24.1,21.3,2.8,3,"Montalbán de Córdoba","Córdoba"
"42004","42",25,22.2,2.8,2,"Ágreda","Soria"
"05186","05",25.7,22.9,2.8,2,"Piedrahíta","Ávila"
"27041","27",26.7,23.9,2.8,2,"Pantón","Lugo"
"10096","10",28.1,25.3,2.8,3,"Hervás","Cáceres"
"12129","12",28.9,26.1,2.8,2,"Villafranca del Cid/Vilafranca","Castellón/Castelló"
"21063","21",30.2,27.4,2.8,2,"San Bartolomé de la Torre","Huelva"
"33006","33",30.3,27.5,2.8,2,"Bimenes","Asturias"
"21023","21",35.1,32.3,2.8,2,"Cerro de Andévalo, El","Huelva"
"48019","48",36.3,33.5,2.8,4,"Berriz","Bizkaia"
"45198","45",17.1,14.2,2.9,2,"Villatobas","Toledo"
"41050","41",17.8,14.9,2.9,5,"Herrera","Sevilla"
"13033","13",18.6,15.7,2.9,2,"Castellar de Santiago","Ciudad Real"
"27027","27",19.5,16.6,2.9,2,"Lourenzá","Lugo"
"45135","45",19.8,16.9,2.9,4,"Puebla de Almoradiel, La","Toledo"
"46072","46",20.1,17.2,2.9,3,"Bocairent","Valencia/Valéncia"
"06160","06",20.7,17.8,2.9,3,"Zalamea de la Serena","Badajoz"
"06125","06",21.4,18.5,2.9,2,"Siruela","Badajoz"
"41041","41",23.4,20.5,2.9,8,"Estepa","Sevilla"
"36019","36",23.7,20.8,2.9,2,"Fornelos de Montes","Pontevedra"
"32002","32",24.1,21.2,2.9,2,"Amoeiro","Ourense"
"04030","04",25.4,22.5,2.9,2,"Canjáyar","Almería"
"45142","45",25.8,22.9,2.9,7,"Quintanar de la Orden","Toledo"
"10219","10",26.1,23.2,2.9,2,"Zorita","Cáceres"
"14022","14",27.3,24.4,2.9,4,"Doña Mencía","Córdoba"
"10189","10",27.7,24.8,2.9,3,"Torrejoncillo","Cáceres"
"32081","32",28,25.1,2.9,3,"Toén","Ourense"
"11025","11",28.4,25.5,2.9,3,"Paterna de Rivera","Cádiz"
"45180","45",28.8,25.9,2.9,2,"Valmojado","Toledo"
"50230","50",29,26.1,2.9,2,"Sádaba","Zaragoza"
"18194","18",29.9,27,2.9,2,"Zújar","Granada"
"05014","05",30.2,27.3,2.9,5,"Arenas de San Pedro","Ávila"
"22117","22",33.8,30.9,2.9,3,"Graus","Huesca"
"50066","50",33.8,30.9,2.9,2,"Cadrete","Zaragoza"
"48043","48",36,33.1,2.9,3,"Gorliz","Bizkaia"
"45183","45",36.1,33.2,2.9,2,"Ventas de Retamosa, Las","Toledo"
"45119","45",36.4,33.5,2.9,2,"Numancia de la Sagra","Toledo"
"10112","10",15.3,12.3,3,2,"Madrigalejo","Cáceres"
"02010","02",17.4,14.4,3,2,"Alpera","Albacete"
"39048","39",17.5,14.5,3,2,"Penagos","Cantabria"
"46062","46",18.4,15.4,3,3,"Benigánim","Valencia/Valéncia"
"03043","03",19.2,16.2,3,3,"Biar","Alicante"
"41090","41",19.9,16.9,3,4,"Saucejo, El","Sevilla"
"49065","49",20.6,17.6,3,2,"Fermoselle","Zamora"
"10044","10",22,19,3,2,"Cañamero","Cáceres"
"32022","32",22.2,19.2,3,2,"Castrelo de Miño","Ourense"
"41001","41",24.1,21.1,3,2,"Aguadulce","Sevilla"
"46231","46",26.3,23.3,3,2,"Simat de la Valldigna","Valencia/Valéncia"
"41022","41",28,25,3,4,"Campana, La","Sevilla"
"08031","08",28.9,25.9,3,2,"Calaf","Barcelona"
"15015","15",30.9,27.9,3,3,"Cabanas","Coruña, A"
"11001","11",32.2,29.2,3,4,"Alcalá de los Gazules","Cádiz"
"07016","07",33.2,30.2,3,3,"Consell","Balears, Illes"
"25122","25",33.4,30.4,3,2,"Linyola","Lleida"
"25171","25",35.1,32.1,3,2,"Pobla de Segur, La","Lleida"
"17164","17",36.6,33.6,3,3,"Sant Hilari Sacalm","Girona"
"20075","20",37.8,34.8,3,3,"Villabona","Gipuzkoa"
"20075","20",37.8,34.8,3,3,"Villabona","Gipuzcoa"
"06012","06",20.4,17.3,3.1,3,"Arroyo de San Serván","Badajoz"
"06050","06",20.9,17.8,3.1,4,"Fregenal de la Sierra","Badajoz"
"45202","45",21.9,18.8,3.1,4,"Yepes","Toledo"
"26120","26",23.2,20.1,3.1,2,"Quel","Rioja, La"
"41084","41",24.7,21.6,3.1,2,"Rubio, El","Sevilla"
"10035","10",26.5,23.4,3.1,2,"Cabezuela del Valle","Cáceres"
"32035","32",26.5,23.4,3.1,2,"Irixo, O","Ourense"
"41052","41",28.4,25.3,3.1,2,"Lantejuela, La","Sevilla"
"17215","17",30.5,27.4,3.1,2,"Vilablareix","Girona"
"34901","34",30.5,27.4,3.1,2,"Osorno la Mayor","Palencia"
"09048","09",31.1,28,3.1,2,"Belorado","Burgos"
"33072","33",32.4,29.3,3.1,2,"Teverga","Asturias"
"13020","13",32.5,29.4,3.1,4,"Argamasilla de Calatrava","Ciudad Real"
"50055","50",33,29.9,3.1,2,"Borja","Zaragoza"
"43156","43",34.8,31.7,3.1,3,"Ulldecona","Tarragona"
"21061","21",35.3,32.2,3.1,4,"Rociana del Condado","Huelva"
"25228","25",36.3,33.2,3.1,2,"Torrefarrera","Lleida"
"26168","26",37.8,34.7,3.1,4,"Villamediana de Iregua","Rioja, La"
"47101","47",13.6,10.4,3.2,2,"Nava del Rey","Valladolid"
"23029","23",15.8,12.6,3.2,2,"Chiclana de Segura","Jaén"
"46156","46",19.3,16.1,3.2,2,"Llombai","Valencia/Valéncia"
"10032","10",20.2,17,3.2,2,"Brozas","Cáceres"
"29089","29",21.8,18.6,3.2,3,"Teba","Málaga"
"12117","12",22.2,19,3.2,4,"Torreblanca","Castellón/Castelló"
"14046","14",22.6,19.4,3.2,4,"Nueva Carteya","Córdoba"
"32007","32",24.3,21.1,3.2,2,"Baños de Molgas","Ourense"
"38048","38",27.4,24.2,3.2,3,"Valverde","Santa Cruz de Tenerife"
"33038","33",28.1,24.9,3.2,3,"Morcín","Asturias"
"38021","38",28.3,25.1,3.2,2,"Hermigua","Santa Cruz de Tenerife"
"01043","01",30.4,27.2,3.2,2,"Oyón-Oion","Araba/Álava"
"50115","50",31.3,28.1,3.2,2,"Fuentes de Ebro","Zaragoza"
"28150","28",32.2,29,3.2,3,"Torrejón de Velasco","Madrid"
"28032","28",33.4,30.2,3.2,3,"Camarma de Esteruelas","Madrid"
"43139","43",34.7,31.5,3.2,2,"Santa Coloma de Queralt","Tarragona"
"47155","47",37.9,34.7,3.2,2,"Santovenia de Pisuerga","Valladolid"
"15010","15",20.6,17.3,3.3,2,"Boimorto","Coruña, A"
"29059","29",21.7,18.4,3.3,2,"Humilladero","Málaga"
"29001","29",22.3,19,3.3,4,"Alameda","Málaga"
"34199","34",23.4,20.1,3.3,2,"Velilla del Río Carrión","Palencia"
"44014","44",24,20.7,3.3,2,"Alcorisa","Teruel"
"39018","39",26.8,23.5,3.3,4,"Cartes","Cantabria"
"47027","47",27.3,24,3.3,2,"Cabezón de Pisuerga","Valladolid"
"38018","38",27.4,24.1,3.3,3,"Guancha, La","Santa Cruz de Tenerife"
"41901","41",29.8,26.5,3.3,3,"Cañada Rosal","Sevilla"
"09321","09",30.5,27.2,3.3,2,"Roa","Burgos"
"06122","06",32.1,28.8,3.3,6,"Santos de Maimona, Los","Badajoz"
"47161","47",32.8,29.5,3.3,3,"Simancas","Valladolid"
"28141","28",35.5,32.2,3.3,4,"Sevilla la Nueva","Madrid"
"06028","06",12.9,9.5,3.4,5,"Campanario","Badajoz"
"39091","39",14.1,10.7,3.4,3,"Valdáliga","Cantabria"
"23096","23",15.8,12.4,3.4,3,"Villanueva de la Reina","Jaén"
"45109","45",19.1,15.7,3.4,3,"Navahermosa","Toledo"
"32014","32",22.1,18.7,3.4,2,"Bola, A","Ourense"
"02024","02",24,20.6,3.4,3,"Casas-Ibáñez","Albacete"
"06113","06",24,20.6,3.4,3,"Ribera del Fresno","Badajoz"
"29088","29",25.5,22.1,3.4,2,"Sierra de Yeguas","Málaga"
"37008","37",26.1,22.7,3.4,3,"Alba de Tormes","Salamanca"
"27044","27",26.4,23,3.4,3,"Pastoriza, A","Lugo"
"14067","14",26.7,23.3,3.4,3,"Villafranca de Córdoba","Córdoba"
"39076","39",27.3,23.9,3.4,2,"Santillana del Mar","Cantabria"
"23074","23",28.1,24.7,3.4,2,"Rus","Jaén"
"03138","03",28.6,25.2,3.4,2,"Verger, el","Alicante"
"28053","28",29.9,26.5,3.4,4,"Daganzo de Arriba","Madrid"
"28052","28",32.7,29.3,3.4,3,"Chinchón","Madrid"
"43906","43",36.2,32.8,3.4,2,"Ampolla, L'","Tarragona"
"25110","25",42.4,39,3.4,3,"Guissona","Lleida"
"23072","23",21.2,17.7,3.5,2,"Puerta de Segura, La","Jaén"
"18171","18",22.9,19.4,3.5,2,"Salar","Granada"
"06006","06",23.8,20.3,3.5,4,"Alburquerque","Badajoz"
"27058","27",24,20.5,3.5,3,"Saviñao, O","Lugo"
"15064","15",24.5,21,3.5,3,"Paderne","Coruña, A"
"02044","02",27.1,23.6,3.5,2,"Liétor","Albacete"
"05168","05",27.3,23.8,3.5,4,"Navas del Marqués, Las","Ávila"
"45132","45",30.1,26.6,3.5,2,"Pepino","Toledo"
"20073","20",37.2,33.7,3.5,4,"Usurbil","Gipuzkoa"
"20073","20",37.2,33.7,3.5,4,"Usurbil","Gipuzcoa"
"29076","29",38.8,35.3,3.5,2,"Ojén","Málaga"
"19245","19",16.8,13.2,3.6,2,"Sacedón","Guadalajara"
"41013","41",18.6,15,3.6,4,"Aznalcóllar","Sevilla"
"39056","39",19.2,15.6,3.6,2,"Puente Viesgo","Cantabria"
"23094","23",19.8,16.2,3.6,4,"Vilches","Jaén"
"36040","36",20.8,17.2,3.6,3,"Portas","Pontevedra"
"02079","02",22,18.4,3.6,2,"Villamalea","Albacete"
"27043","27",23.4,19.8,3.6,2,"Páramo, O","Lugo"
"15902","15",27.4,23.8,3.6,5,NA,"Coruña, A"
"32056","32",28.2,24.6,3.6,2,"Padrenda","Ourense"
"19257","19",35.4,31.8,3.6,3,"Sigüenza","Guadalajara"
"19024","19",37.2,33.6,3.6,5,"Alovera","Guadalajara"
"02056","02",17.4,13.7,3.7,2,"Ontur","Albacete"
"05057","05",19.3,15.6,3.7,3,"Cebreros","Ávila"
"46118","46",21.8,18.1,3.7,3,"Enguera","Valencia/Valéncia"
"34047","34",24.5,20.8,3.7,2,"Carrión de los Condes","Palencia"
"06058","06",25.2,21.5,3.7,2,"Garrovilla, La","Badajoz"
"09903","09",25.9,22.2,3.7,3,"Villarcayo de Merindad de Castilla la Vieja","Burgos"
"14009","14",27.3,23.6,3.7,4,"Belmez","Córdoba"
"28085","28",28.8,25.1,3.7,3,"Miraflores de la Sierra","Madrid"
"07056","07",30.1,26.4,3.7,3,"Santa María del Camí","Balears, Illes"
"02074","02",30.7,27,3.7,5,"Tobarra","Albacete"
"28177","28",30.8,27.1,3.7,6,"Villanueva del Pardillo","Madrid"
"45064","45",31.8,28.1,3.7,3,"Esquivias","Toledo"
"20080","20",37,33.3,3.7,8,"Zumarraga","Gipuzkoa"
"20080","20",37,33.3,3.7,8,"Zumarraga","Gipuzcoa"
"02043","02",16.6,12.8,3.8,2,"Lezuza","Albacete"
"06091","06",23.7,19.9,3.8,4,"Navalvillar de Pela","Badajoz"
"06107","06",24.7,20.9,3.8,2,"Puebla de Obando","Badajoz"
"15088","15",26,22.2,3.8,3,"Val do Dubra","Coruña, A"
"48086","48",26.8,23,3.8,2,"Sopuerta","Bizkaia"
"16113","16",27.4,23.6,3.8,2,"Iniesta","Cuenca"
"22254","22",28.1,24.3,3.8,2,"Zaidín","Huesca"
"31165","31",28.5,24.7,3.8,2,"Mendavia","Navarra"
"03903","03",30.3,26.5,3.8,2,"Montesinos, Los","Alicante"
"21004","21",32.8,29,3.8,2,"Almonaster la Real","Huelva"
"41032","41",35.2,31.4,3.8,4,"Cazalla de la Sierra","Sevilla"
"08098","08",39.8,36,3.8,2,"Sant Salvador de Guardiola","Barcelona"
"14039","14",15.8,11.9,3.9,3,"Luque","Córdoba"
"45156","45",18.1,14.2,3.9,3,"Santa Cruz de la Zarza","Toledo"
"46093","46",22.4,18.5,3.9,2,"Catadau","Valencia/Valéncia"
"27042","27",22.6,18.7,3.9,2,"Paradela","Lugo"
"38034","38",22.9,19,3.9,4,"San Juan de la Rambla","Santa Cruz de Tenerife"
"04098","04",24.3,20.4,3.9,2,"Vélez-Blanco","Almería"
"45098","45",24.5,20.6,3.9,3,"Menasalbas","Toledo"
"27022","27",24.8,20.9,3.9,6,"Guitiriz","Lugo"
"16124","16",24.9,21,3.9,2,"Mesas, Las","Cuenca"
"36012","36",25.4,21.5,3.9,5,"Cotobade","Pontevedra"
"23056","23",27.2,23.3,3.9,4,"Lopera","Jaén"
"29032","29",28.3,24.4,3.9,5,"Campillos","Málaga"
"07008","07",28.6,24.7,3.9,5,"Binissalem","Balears, Illes"
"28067","28",28.6,24.7,3.9,3,"Guadalix de la Sierra","Madrid"
"32086","32",29.1,25.2,3.9,2,"Viana do Bolo","Ourense"
"48094","48",30.6,26.7,3.9,3,"Igorre","Bizkaia"
"37067","37",30.8,26.9,3.9,2,"Cabrerizos","Salamanca"
"06085","06",32,28.1,3.9,4,"Monesterio","Badajoz"
"42162","42",32.2,28.3,3.9,3,"San Esteban de Gormaz","Soria"
"20034","20",35.2,31.3,3.9,2,"Eskoriatza","Gipuzkoa"
"20034","20",35.2,31.3,3.9,2,"Eskoriatza","Gipuzcoa"
"40112","40",35.8,31.9,3.9,2,"Lastrilla, La","Segovia"
"15051","15",37.9,34,3.9,4,"Mugardos","Coruña, A"
"15087","15",40,36.1,3.9,5,"Valdoviño","Coruña, A"
"13085","13",17.1,13.1,4,3,"Torrenueva","Ciudad Real"
"16033","16",17.9,13.9,4,2,"Belmonte","Cuenca"
"02053","02",20.4,16.4,4,3,"Munera","Albacete"
"12071","12",22.9,18.9,4,2,"Jérica","Castellón/Castelló"
"24206","24",24.1,20.1,4,2,"Toral de los Vados","León"
"27008","27",24.4,20.4,4,2,"Bóveda","Lugo"
"34157","34",25.1,21.1,4,3,"Saldaña","Palencia"
"18056","18",25.2,21.2,4,3,"Cúllar","Granada"
"28023","28",25.9,21.9,4,3,"Boalo, El","Madrid"
"19190","19",26.5,22.5,4,3,"Molina de Aragón","Guadalajara"
"50073","50",26.8,22.8,4,2,"Cariñena","Zaragoza"
"17039","17",27.3,23.3,4,2,"Camprodon","Girona"
"33008","33",27.4,23.4,4,2,"Cabrales","Asturias"
"09194","09",28.6,24.6,4,2,"Lerma","Burgos"
"17902","17",29.1,25.1,4,2,"Forallac","Girona"
"27010","27",29.1,25.1,4,5,"Castro de Rei","Lugo"
"28145","28",30.4,26.4,4,2,"Talamanca de Jarama","Madrid"
"11021","11",31,27,4,6,"Jimena de la Frontera","Cádiz"
"31251","31",31.2,27.2,4,3,"Viana","Navarra"
"48021","48",31.7,27.7,4,2,"Busturia","Bizkaia"
"47023","47",32.8,28.8,4,3,"Boecillo","Valladolid"
"18051","18",32.9,28.9,4,2,"Colomera","Granada"
"19319","19",37.2,33.2,4,4,"Villanueva de la Torre","Guadalajara"
"09056","09",37.5,33.5,4,4,"Briviesca","Burgos"
"08030","08",45.7,41.7,4,2,"Cabrils","Barcelona"
"21074","21",18.1,14,4.1,3,"Villalba del Alcor","Huelva"
"18088","18",18.7,14.6,4.1,2,"Guadahortuna","Granada"
"06072","06",19.4,15.3,4.1,2,"Lobón","Badajoz"
"06054","06",21.2,17.1,4.1,5,"Fuente del Maestre","Badajoz"
"16106","16",22.7,18.6,4.1,2,"Horcajo de Santiago","Cuenca"
"46257","46",23.1,19,4.1,4,"Villanueva de Castellón","Valencia/Valéncia"
"47104","47",24.5,20.4,4.1,4,"Olmedo","Valladolid"
"06121","06",24.8,20.7,4.1,3,"Santa Marta","Badajoz"
"04032","04",25.3,21.2,4.1,5,"Carboneras","Almería"
"16133","16",26.3,22.2,4.1,4,"Mota del Cuervo","Cuenca"
"46216","46",26.3,22.2,4.1,3,"Rocafort","Valencia/Valéncia"
"24181","24",27.4,23.3,4.1,2,"Valderas","León"
"48090","48",29.1,25,4.1,6,"Balmaseda","Bizkaia"
"22213","22",29.4,25.3,4.1,3,"Sariñena","Huesca"
"45137","45",29.9,25.8,4.1,2,"Pueblanueva, La","Toledo"
"37246","37",30.2,26.1,4.1,4,"Peñaranda de Bracamonte","Salamanca"
"13019","13",31.1,27,4.1,5,"Argamasilla de Alba","Ciudad Real"
"20061","20",35.6,31.5,4.1,3,"Orio","Gipuzkoa"
"20061","20",35.6,31.5,4.1,3,"Orio","Gipuzcoa"
"28066","28",38.8,34.7,4.1,5,"Griñón","Madrid"
"08282","08",40.8,36.7,4.1,5,"Tiana","Barcelona"
"23020","23",15.5,11.3,4.2,2,"Canena","Jaén"
"23098","23",15.8,11.6,4.2,2,"Villardompardo","Jaén"
"41073","41",23.8,19.6,4.2,2,"Pedroso, El","Sevilla"
"23066","23",24.1,19.9,4.2,4,"Peal de Becerro","Jaén"
"45186","45",27.5,23.3,4.2,4,"Villa de Don Fadrique, La","Toledo"
"06002","06",27.9,23.7,4.2,4,"Aceuchal","Badajoz"
"27005","27",28.2,24,4.2,3,"Barreiros","Lugo"
"39054","39",28.9,24.7,4.2,3,"Polanco","Cantabria"
"27060","27",31.1,26.9,4.2,3,"Taboada","Lugo"
"12028","12",32.3,28.1,4.2,10,"Benicasim/Benicàssim","Castellón/Castelló"
"42043","42",34.5,30.3,4.2,3,"Burgo de Osma-Ciudad de Osma","Soria"
"01901","01",36,31.8,4.2,2,"Iruña Oka/Iruña de Oca","Araba/Álava"
"25034","25",36.8,32.6,4.2,2,"Artesa de Segre","Lleida"
"08215","08",37.2,33,4.2,3,"Sant Hipòlit de Voltregà","Barcelona"
"18047","18",45.2,41,4.2,4,"Cenes de la Vega","Granada"
"16066","16",17.9,13.6,4.3,3,"Casasimarro","Cuenca"
"06055","06",19.7,15.4,4.3,3,"Fuentes de León","Badajoz"
"15007","15",20.6,16.3,4.3,3,"Baña, A","Coruña, A"
"45028","45",22.8,18.5,4.3,3,"Calera y Chozas","Toledo"
"32040","32",22.9,18.6,4.3,2,"Leiro","Ourense"
"35032","35",22.9,18.6,4.3,3,"Valleseco","Palmas, Las"
"46255","46",22.9,18.6,4.3,3,"Villalonga","Valencia/Valéncia"
"06901","06",23.8,19.5,4.3,2,"Valdelacalzada","Badajoz"
"46207","46",25.7,21.4,4.3,4,"Rafelbuñol/Rafelbunyol","Valencia/Valéncia"
"32020","32",26.4,22.1,4.3,3,"Cartelle","Ourense"
"28018","28",27,22.7,4.3,2,"Becerril de la Sierra","Madrid"
"46032","46",27.2,22.9,4.3,4,"Almàssera","Valencia/Valéncia"
"12124","12",27.3,23,4.3,2,"Vall d'Alba","Castellón/Castelló"
"32063","32",27.6,23.3,4.3,2,"Pobra de Trives, A","Ourense"
"41078","41",27.8,23.5,4.3,3,"Puebla de los Infantes, La","Sevilla"
"04059","04",30.7,26.4,4.3,2,"Lubrín","Almería"
"25119","25",30.7,26.4,4.3,2,"Juneda","Lleida"
"39079","39",31,26.7,4.3,7,"Santoña","Cantabria"
"35010","35",31.3,27,4.3,4,"Haría","Palmas, Las"
"45056","45",36.7,32.4,4.3,2,"Chozas de Canales","Toledo"
"48016","48",38,33.7,4.3,5,"Berango","Bizkaia"
"08120","08",45,40.7,4.3,4,"Matadepera","Barcelona"
"16042","16",15.1,10.7,4.4,2,"Campillo de Altobuey","Cuenca"
"27024","27",15.6,11.2,4.4,2,"Incio, O","Lugo"
"06093","06",19.1,14.7,4.4,5,"Oliva de la Frontera","Badajoz"
"23015","23",21.5,17.1,4.4,2,"Bélmez de la Moraleda","Jaén"
"13031","13",21.9,17.5,4.4,3,"Carrión de Calatrava","Ciudad Real"
"27025","27",22.1,17.7,4.4,3,"Xove","Lugo"
"13058","13",22.2,17.8,4.4,5,"Moral de Calatrava","Ciudad Real"
"38012","38",22.7,18.3,4.4,2,"Fasnia","Santa Cruz de Tenerife"
"10127","10",27.1,22.7,4.4,5,"Montehermoso","Cáceres"
"11026","11",27.2,22.8,4.4,4,"Prado del Rey","Cádiz"
"24065","24",27.2,22.8,4.4,2,"Chozas de Abajo","León"
"35008","35",27.2,22.8,4.4,7,"Firgas","Palmas, Las"
"31057","31",27.3,22.9,4.4,2,"Buñuel","Navarra"
"15086","15",28.1,23.7,4.4,4,"Trazo","Coruña, A"
"02029","02",28.2,23.8,4.4,2,"Chinchilla de Monte-Aragón","Albacete"
"06069","06",28.5,24.1,4.4,3,"Hornachos","Badajoz"
"06070","06",29,24.6,4.4,7,"Jerez de los Caballeros","Badajoz"
"21056","21",32.5,28.1,4.4,3,"Paterna del Campo","Huelva"
"14027","14",32.7,28.3,4.4,8,"Fernán-Núñez","Córdoba"
"08233","08",36,31.6,4.4,2,"Sant Pere de Torelló","Barcelona"
"41077","41",36.1,31.7,4.4,8,"Puebla de Cazalla, La","Sevilla"
"48085","48",38.1,33.7,4.4,7,"Sopelana","Bizkaia"
"33042","33",38.4,34,4.4,4,"Noreña","Asturias"
"10082","10",17.3,12.8,4.5,2,"Garrovillas de Alconétar","Cáceres"
"45059","45",18.6,14.1,4.5,2,"Dosbarrios","Toledo"
"21053","21",21.9,17.4,4.5,3,"Niebla","Huelva"
"13027","13",23.7,19.2,4.5,5,"Calzada de Calatrava","Ciudad Real"
"06036","06",25.1,20.6,4.5,6,"Castuera","Badajoz"
"31078","31",25.6,21.1,4.5,2,"Cortes","Navarra"
"07043","07",27.9,23.4,4.5,4,"Porreres","Balears, Illes"
"29049","29",28.4,23.9,4.5,3,"Cuevas de San Marcos","Málaga"
"15043","15",28.5,24,4.5,6,"Malpica de Bergantiños","Coruña, A"
"15093","15",30.5,26,4.5,5,"Zas","Coruña, A"
"26138","26",30.7,26.2,4.5,4,"Santo Domingo de la Calzada","Rioja, La"
"31215","31",32.5,28,4.5,4,"San Adrián","Navarra"
"16203","16",32.7,28.2,4.5,8,"Tarancón","Cuenca"
"47052","47",35,30.5,4.5,5,"Cistérniga","Valladolid"
"47231","47",35.3,30.8,4.5,4,"Zaratán","Valladolid"
"15070","15",36.1,31.6,4.5,8,"Pontes de García Rodríguez, As","Coruña, A"
"34083","34",36.7,32.2,4.5,2,"Herrera de Pisuerga","Palencia"
"15075","15",37.4,32.9,4.5,9,"Sada","Coruña, A"
"08017","08",42.8,38.3,4.5,2,"Balenyà","Barcelona"
"08138","08",45.7,41.2,4.5,3,"Moià","Barcelona"
"02033","02",17.8,13.2,4.6,2,"Fuente-Álamo","Albacete"
"46170","46",19,14.4,4.6,4,"Mogente/Moixent","Valencia/Valéncia"
"30032","30",22.5,17.9,4.6,4,"Pliego","Murcia"
"31105","31",23.6,19,4.6,2,"Fitero","Navarra"
"27014","27",23.9,19.3,4.6,4,"Corgo, O","Lugo"
"31023","31",24.3,19.7,4.6,4,"Aranguren","Navarra"
"16134","16",26.7,22.1,4.6,3,"Motilla del Palancar","Cuenca"
"45113","45",29.2,24.6,4.6,3,"Navalucillos, Los","Toledo"
"01010","01",30.8,26.2,4.6,2,"Ayala/Aiara","Araba/Álava"
"45014","45",32.4,27.8,4.6,3,"Añover de Tajo","Toledo"
