"zona","provincia","maxabs","minabs","brecha_sc","count.sc","municipio","provincianombre"
"34225","34",32.6,28,4.6,4,"Villamuriel de Cerrato","Palencia"
"28072","28",33.4,28.8,4.6,3,"Hoyo de Manzanares","Madrid"
"08220","08",37.6,33,4.6,2,"Sant Julià de Vilatorta","Barcelona"
"17146","17",44.2,39.6,4.6,2,"Riells i Viabrea","Girona"
"06024","06",16.8,12.1,4.7,2,"Cabeza la Vaca","Badajoz"
"27063","27",19.5,14.8,4.7,2,"Valadouro, O","Lugo"
"03058","03",20.9,16.2,4.7,4,"Cox","Alicante"
"33074","33",28,23.3,4.7,3,"Vegadeo","Asturias"
"15065","15",28.2,23.5,4.7,8,"Padrón","Coruña, A"
"28075","28",30.5,25.8,4.7,3,"Loeches","Madrid"
"25048","25",30.7,26,4.7,2,"Bell-lloc d'Urgell","Lleida"
"28036","28",30.9,26.2,4.7,2,"Casarrubuelos","Madrid"
"15069","15",31.6,26.9,4.7,6,"Pontedeume","Coruña, A"
"31010","31",34.8,30.1,4.7,5,"Altsasu/Alsasua","Navarra"
"33023","33",34.9,30.2,4.7,3,"Franco, El","Asturias"
"08115","08",42.5,37.8,4.7,3,"Martorelles","Barcelona"
"43043","43",47.9,43.2,4.7,2,"Catllar, El","Tarragona"
"04047","04",15.6,10.8,4.8,2,"Gádor","Almería"
"41003","41",22.9,18.1,4.8,2,"Albaida del Aljarafe","Sevilla"
"04037","04",23.6,18.8,4.8,2,"Chirivel","Almería"
"16154","16",27.3,22.5,4.8,5,"Pedroñeras, Las","Cuenca"
"31050","31",29.1,24.3,4.8,5,"Baztan","Navarra"
"36015","36",30.2,25.4,4.8,5,"Cuntis","Pontevedra"
"06159","06",31.1,26.3,4.8,2,"Zahínos","Badajoz"
"24163","24",32.1,27.3,4.8,3,"Sariegos","León"
"28010","28",33.1,28.3,4.8,6,"Alpedrete","Madrid"
"33021","33",34.3,29.5,4.8,6,"Cudillero","Asturias"
"44050","44",35.1,30.3,4.8,3,"Calamocha","Teruel"
"15022","15",35.2,30.4,4.8,5,"Cedeira","Coruña, A"
"08135","08",36.3,31.5,4.8,5,"Montmeló","Barcelona"
"41094","41",37.7,32.9,4.8,5,"Umbrete","Sevilla"
"27902","27",38,33.2,4.8,6,"Burela","Lugo"
"29096","29",38,33.2,4.8,2,"Villanueva del Rosario","Málaga"
"41089","41",39.4,34.6,4.8,5,"Santiponce","Sevilla"
"08183","08",46,41.2,4.8,4,"Roda de Ter","Barcelona"
"23049","23",13.8,8.9,4.9,2,"Jabalquinto","Jaén"
"46039","46",17.9,13,4.9,2,"Anna","Valencia/Valéncia"
"45166","45",19.3,14.4,4.9,2,"Tembleque","Toledo"
"03021","03",21.1,16.2,4.9,6,"Banyeres de Mariola","Alicante"
"46048","46",22.6,17.7,4.9,2,"Bellreguard","Valencia/Valéncia"
"24070","24",24.9,20,4.9,4,"Fabero","León"
"23063","23",26,21.1,4.9,5,"Navas de San Juan","Jaén"
"39023","39",27,22.1,4.9,5,"Colindres","Cantabria"
"45112","45",31.2,26.3,4.9,2,"Navalmorales, Los","Toledo"
"15001","15",31.5,26.6,4.9,6,"Abegondo","Coruña, A"
"36002","36",31.9,27,4.9,4,"Barro","Pontevedra"
"23061","23",34.6,29.7,4.9,5,"Mengíbar","Jaén"
"22199","22",37.2,32.3,4.9,7,"Sabiñánigo","Huesca"
"50219","50",37.9,33,4.9,3,"Puebla de Alfindén, La","Zaragoza"
"06127","06",18.3,13.3,5,3,"Talarrubias","Badajoz"
"41061","41",22.7,17.7,5,2,"Marinaleda","Sevilla"
"18046","18",23.3,18.3,5,3,"Castril","Granada"
"24169","24",25.3,20.3,5,3,"Toreno","León"
"32069","32",25.3,20.3,5,5,"Ribadavia","Ourense"
"04024","04",26.1,21.1,5,2,"Benahadux","Almería"
"47086","47",26.1,21.1,5,4,"Medina de Rioseco","Valladolid"
"40181","40",28.8,23.8,5,4,"Real Sitio de San Ildefonso","Segovia"
"06088","06",31.6,26.6,5,11,"Montijo","Badajoz"
"28082","28",32,27,5,4,"Manzanares el Real","Madrid"
"14073","14",32.2,27.2,5,3,"Villaviciosa de Córdoba","Córdoba"
"28050","28",35.4,30.4,5,3,"Cubas de la Sagra","Madrid"
"23011","23",35.9,30.9,5,2,"Baños de la Encina","Jaén"
"41097","41",38.8,33.8,5,2,"Villamanrique de la Condesa","Sevilla"
"21018","21",39.6,34.6,5,2,"Campillo, El","Huelva"
"08192","08",42.5,37.5,5,4,"Santpedor","Barcelona"
"27020","27",16.9,11.8,5.1,4,"Friol","Lugo"
"41009","41",19.5,14.4,5.1,2,"Almadén de la Plata","Sevilla"
"12080","12",20.4,15.3,5.1,3,"Morella","Castellón/Castelló"
"27026","27",22.9,17.8,5.1,3,"Láncara","Lugo"
"06154","06",23.2,18.1,5.1,3,"Villanueva del Fresno","Badajoz"
"31006","31",27.2,22.1,5.1,2,"Ablitas","Navarra"
"50160","50",30,24.9,5.1,2,"Mallén","Zaragoza"
"28044","28",31.3,26.2,5.1,4,"Colmenarejo","Madrid"
"41018","41",34,28.9,5.1,7,"Brenes","Sevilla"
"26005","26",38,32.9,5.1,2,"Albelda de Iregua","Rioja, La"
"18165","18",42.1,37,5.1,3,"Pulianas","Granada"
"14025","14",15.8,10.6,5.2,3,"Espejo","Córdoba"
"32045","32",18.8,13.6,5.2,3,"Maside","Ourense"
"06059","06",26.6,21.4,5.2,3,"Granja de Torrehermosa","Badajoz"
"50094","50",26.6,21.4,5.2,2,"Daroca","Zaragoza"
"45128","45",26.9,21.7,5.2,2,"Pantoja","Toledo"
"39025","39",28.9,23.7,5.2,9,"Corrales de Buelna, Los","Cantabria"
"28152","28",31.4,26.2,5.2,10,"Torrelodones","Madrid"
"40906","40",32.3,27.1,5.2,2,"San Cristóbal de Segovia","Segovia"
"06014","06",32.9,27.7,5.2,7,"Azuaga","Badajoz"
"43104","43",33.1,27.9,5.2,2,"Perelló, El","Tarragona"
"34080","34",35.5,30.3,5.2,6,"Guardo","Palencia"
"21049","21",35.7,30.5,5.2,4,"Minas de Riotinto","Huelva"
"50288","50",35.8,30.6,5.2,3,"Villanueva de Gállego","Zaragoza"
"15055","15",37.2,32,5.2,6,"Neda","Coruña, A"
"47050","47",38.2,33,5.2,3,"Cigales","Valladolid"
"08204","08",39.7,34.5,5.2,2,"Sant Climent de Llobregat","Barcelona"
"25003","25",40.8,35.6,5.2,4,"Agramunt","Lleida"
"27037","27",18.9,13.6,5.3,2,"Nogais, As","Lugo"
"23079","23",19.4,14.1,5.3,4,"Santisteban del Puerto","Jaén"
"45106","45",24.4,19.1,5.3,8,"Mora","Toledo"
"27064","27",27.2,21.9,5.3,2,"Vicedo, O","Lugo"
"45054","45",27.8,22.5,5.3,4,"Corral de Almaguer","Toledo"
"31032","31",28.4,23.1,5.3,2,"Arguedas","Navarra"
"44008","44",29.8,24.5,5.3,3,"Albalate del Arzobispo","Teruel"
"32072","32",32.7,27.4,5.3,5,"Rúa, A","Ourense"
"41064","41",33.2,27.9,5.3,6,"Montellano","Sevilla"
"46178","46",34,28.7,5.3,3,"Náquera","Valencia/Valéncia"
"48904","48",34.3,29,5.3,3,"Sondika","Bizkaia"
"43044","43",34.5,29.2,5.3,3,"Sénia, La","Tarragona"
"42020","42",35.3,30,5.3,3,"Almazán","Soria"
"05241","05",35.7,30.4,5.3,2,"Tiemblo, El","Ávila"
"20049","20",35.7,30.4,5.3,3,"Lazkao","Gipuzkoa"
"20049","20",35.7,30.4,5.3,3,"Lazkao","Gipuzcoa"
"50025","50",35.9,30.6,5.3,3,"Almunia de Doña Godina, La","Zaragoza"
"37362","37",39.8,34.5,5.3,4,"Villares de la Reina","Salamanca"
"32073","32",21.8,16.4,5.4,2,"Rubiá","Ourense"
"45185","45",24.4,19,5.4,8,"Villacañas","Toledo"
"23080","23",25.8,20.4,5.4,2,"Santo Tomé","Jaén"
"20029","20",28.1,22.7,5.4,4,"Deba","Gipuzkoa"
"20029","20",28.1,22.7,5.4,4,"Deba","Gipuzcoa"
"17207","17",30,24.6,5.4,2,"Vall d'en Bas, La","Girona"
"45173","45",30,24.6,5.4,8,"Torrijos","Toledo"
"23012","23",32.1,26.7,5.4,5,"Beas de Segura","Jaén"
"36028","36",33,27.6,5.4,5,"Meis","Pontevedra"
"18093","18",33.1,27.7,5.4,2,"Gualchos","Granada"
"21076","21",34.8,29.4,5.4,2,"Villanueva de los Castillejos","Huelva"
"18111","18",43.4,38,5.4,2,"Jun","Granada"
"25023","25",44.2,38.8,5.4,3,"Alpicat","Lleida"
"27040","27",19.7,14.2,5.5,4,"Palas de Rei","Lugo"
"31208","31",24,18.5,5.5,2,"Ribaforada","Navarra"
"41002","41",24,18.5,5.5,2,"Alanís","Sevilla"
"50222","50",26.3,20.8,5.5,2,"Quinto","Zaragoza"
"45037","45",27.1,21.6,5.5,2,"Carpio de Tajo, El","Toledo"
"48032","48",30.2,24.7,5.5,5,"Elorrio","Bizkaia"
"23088","23",32.2,26.7,5.5,7,"Torreperogil","Jaén"
"28046","28",33.6,28.1,5.5,4,"Collado Mediano","Madrid"
"08069","08",44.1,38.6,5.5,2,"Collbató","Barcelona"
"02019","02",16.8,11.2,5.6,3,"Bonillo, El","Albacete"
"46132","46",18.1,12.5,5.6,2,"Genovés","Valencia/Valéncia"
"27059","27",23.8,18.2,5.6,3,"Sober","Lugo"
"27006","27",24.7,19.1,5.6,3,"Becerreá","Lugo"
"38050","38",25.7,20.1,5.6,2,"Vallehermoso","Santa Cruz de Tenerife"
"46020","46",26.6,21,5.6,3,"Alcúdia de Crespins, l'","Valencia/Valéncia"
"13047","13",27.1,21.5,5.6,6,"Herencia","Ciudad Real"
"29031","29",27.2,21.6,5.6,2,"Burgo, El","Málaga"
"27015","27",28.3,22.7,5.6,4,"Cospeito","Lugo"
"45188","45",30.9,25.3,5.6,2,"Villaluenga de la Sagra","Toledo"
"19105","19",35.3,29.7,5.6,2,"Chiloeches","Guadalajara"
"11902","11",36.5,30.9,5.6,3,"San José del Valle","Cádiz"
"33017","33",36.6,31,5.6,3,"Castropol","Asturias"
"49127","49",36.7,31.1,5.6,2,"Morales del Vino","Zamora"
"22061","22",39,33.4,5.6,4,"Binéfar","Huesca"
"17186","17",42.9,37.3,5.6,3,"Sarrià de Ter","Girona"
"08108","08",43.8,38.2,5.6,4,"Lliçà de Vall","Barcelona"
"05047","05",22.3,16.6,5.7,4,"Candeleda","Ávila"
"45200","45",23.5,17.8,5.7,6,"Yébenes, Los","Toledo"
"40138","40",24,18.3,5.7,2,"Nava de la Asunción","Segovia"
"04086","04",27.2,21.5,5.7,2,"Sorbas","Almería"
"24170","24",27.6,21.9,5.7,2,"Torre del Bierzo","León"
"46122","46",28.2,22.5,5.7,2,"Faura","Valencia/Valéncia"
"15014","15",28.4,22.7,5.7,5,"Cabana de Bergantiños","Coruña, A"
"31086","31",28.5,22.8,5.7,9,"Egüés","Navarra"
"10021","10",28.6,22.9,5.7,6,"Arroyo de la Luz","Cáceres"
"38042","38",28.6,22.9,5.7,4,"Silos, Los","Santa Cruz de Tenerife"
"50204","50",33.1,27.4,5.7,2,"Pedrola","Zaragoza"
"31902","31",34.4,28.7,5.7,3,"Berrioplano","Navarra"
"33056","33",38.9,33.2,5.7,5,"Ribadesella","Asturias"
"08278","08",42.3,36.6,5.7,4,"Taradell","Barcelona"
"08003","08",43.6,37.9,5.7,4,"Alella","Barcelona"
"27032","27",18.6,12.8,5.8,4,"Monterroso","Lugo"
"35020","35",22.9,17.1,5.8,7,"Aldea de San Nicolás, La","Palmas, Las"
"18020","18",28.4,22.6,5.8,2,"Arenas del Rey","Granada"
"13096","13",29.5,23.7,5.8,7,"Villarrubia de los Ojos","Ciudad Real"
"48912","48",31.4,25.6,5.8,3,"Alonsotegi","Bizkaia"
"48065","48",36.6,30.8,5.8,4,"Ugao-Miraballes","Bizkaia"
"08047","08",36.9,31.1,5.8,4,"Cardona","Barcelona"
"08157","08",39.4,33.6,5.8,5,"Pallejà","Barcelona"
"17169","17",41.2,35.4,5.8,2,"Sant Julià de Ramis","Girona"
"43042","43",41.2,35.4,5.8,2,"Castellvell del Camp","Tarragona"
"45197","45",22,16.1,5.9,2,"Villasequilla","Toledo"
"46233","46",24.4,18.5,5.9,3,"Sollana","Valencia/Valéncia"
"23059","23",25.2,19.3,5.9,5,"Marmolejo","Jaén"
"12031","12",26.3,20.4,5.9,3,"Borriol","Castellón/Castelló"
"02073","02",27,21.1,5.9,5,"Tarazona de la Mancha","Albacete"
"27021","27",28.2,22.3,5.9,3,"Xermade","Lugo"
"10121","10",28.8,22.9,5.9,6,"Miajadas","Cáceres"
"06074","06",29.8,23.9,5.9,4,"Llerena","Badajoz"
"13053","13",30.7,24.8,5.9,16,"Manzanares","Ciudad Real"
"20051","20",33.3,27.4,5.9,7,"Legazpi","Gipuzkoa"
"20051","20",33.3,27.4,5.9,7,"Legazpi","Gipuzcoa"
"23070","23",35.3,29.4,5.9,4,"Pozo Alcón","Jaén"
"20065","20",38.6,32.7,5.9,3,"Soraluze/Placencia de las Armas","Gipuzkoa"
"20065","20",38.6,32.7,5.9,3,"Soraluze/Placencia de las Armas","Gipuzcoa"
"43095","43",39.4,33.5,5.9,2,"Morell, El","Tarragona"
"37085","37",41.1,35.2,5.9,4,"Carbajosa de la Sagrada","Salamanca"
"48095","48",41.7,35.8,5.9,3,"Zaldibar","Bizkaia"
"18012","18",16.6,10.6,6,4,"Algarinejo","Granada"
"23069","23",18.5,12.5,6,7,"Porcuna","Jaén"
"04011","04",18.7,12.7,6,2,"Alhama de Almería","Almería"
"46209","46",20.8,14.8,6,2,"Rafelguaraf","Valencia/Valéncia"
"23018","23",21.4,15.4,6,4,"Cambil","Jaén"
"46035","46",26,20,6,4,"Almussafes","Valencia/Valéncia"
"13054","13",27.6,21.6,6,6,"Membrilla","Ciudad Real"
"44238","44",28,22,6,4,"Utrillas","Teruel"
"13083","13",29.2,23.2,6,3,"Torralba de Calatrava","Ciudad Real"
"46166","46",29.3,23.3,6,6,"Meliana","Valencia/Valéncia"
"23053","23",29.7,23.7,6,7,"Jódar","Jaén"
"38008","38",32,26,6,4,"Breña Alta","Santa Cruz de Tenerife"
"42134","42",33.1,27.1,6,2,"Ólvega","Soria"
"08267","08",45.2,39.2,6,5,"Sentmenat","Barcelona"
"03024","03",19.2,13.1,6.1,4,"Benejúzar","Alicante"
"29083","29",21.4,15.3,6.1,2,"Riogordo","Málaga"
"36032","36",23.9,17.8,6.1,3,"Moraña","Pontevedra"
"36014","36",26.2,20.1,6.1,3,"Crecente","Pontevedra"
"17167","17",27.7,21.6,6.1,3,"Sant Joan de les Abadesses","Girona"
"12902","12",27.8,21.7,6.1,2,"Sant Joan de Moró","Castellón/Castelló"
"27016","27",28.8,22.7,6.1,7,"Chantada","Lugo"
"32089","32",29.2,23.1,6.1,2,"Vilar de Barrio","Ourense"
"14029","14",29.9,23.8,6.1,4,"Fuente Obejuna","Córdoba"
"13078","13",30.3,24.2,6.1,9,"Socuéllamos","Ciudad Real"
"04093","04",30.4,24.3,6.1,2,"Turre","Almería"
"48074","48",32.2,26.1,6.1,3,"Urduña/Orduña","Bizkaia"
"19220","19",45.4,39.3,6.1,2,"Pioz","Guadalajara"
"08126","08",46.4,40.3,6.1,4,"Montgat","Barcelona"
"16125","16",21.3,15.1,6.2,2,"Minglanilla","Cuenca"
"07030","07",22,15.8,6.2,2,"Llubí","Balears, Illes"
"49250","49",26.4,20.2,6.2,2,"Villalpando","Zamora"
"38007","38",27.3,21.1,6.2,2,"Barlovento","Santa Cruz de Tenerife"
"28041","28",30.3,24.1,6.2,3,"Cobeña","Madrid"
"13061","13",30.6,24.4,6.2,5,"Pedro Muñoz","Ciudad Real"
"07020","07",31.8,25.6,6.2,2,"Esporles","Balears, Illes"
"10104","10",33.6,27.4,6.2,6,"Jaraíz de la Vera","Cáceres"
"07023","07",34.3,28.1,6.2,3,"Ferreries","Balears, Illes"
"17163","17",34.8,28.6,6.2,2,"Sant Gregori","Girona"
"47175","47",36,29.8,6.2,6,"Tudela de Duero","Valladolid"
"45123","45",37.1,30.9,6.2,2,"Ontígola","Toledo"
"26047","26",16.1,9.8,6.3,2,"Cervera del Río Alhama","Rioja, La"
"27007","27",20.3,14,6.3,3,"Begonte","Lugo"
"27023","27",23.3,17,6.3,3,"Guntín","Lugo"
"20039","20",25.4,19.1,6.3,2,"Getaria","Gipuzkoa"
"20039","20",25.4,19.1,6.3,2,"Getaria","Gipuzcoa"
"27048","27",26.1,19.8,6.3,2,"Pontenova, A","Lugo"
"15052","15",26.3,20,6.3,5,"Muxía","Coruña, A"
"31076","31",26.6,20.3,6.3,2,"Cizur","Navarra"
"39060","39",27.2,20.9,6.3,5,"Reocín","Cantabria"
"50045","50",28,21.7,6.3,2,"Belchite","Zaragoza"
"36034","36",29.6,23.3,6.3,4,"Neves, As","Pontevedra"
"29039","29",29.8,23.5,6.3,2,"Casabermeja","Málaga"
"48071","48",34.5,28.2,6.3,6,"Muskiz","Bizkaia"
"28149","28",35.4,29.1,6.3,4,"Torrejón de la Calzada","Madrid"
"08020","08",41.3,35,6.3,3,"Begues","Barcelona"
"41902","41",50.3,44,6.3,4,"Isla Mayor","Sevilla"
"18116","18",18.6,12.2,6.4,4,"Lanjarón","Granada"
"06124","06",21.7,15.3,6.4,2,"Segura de León","Badajoz"
"36046","36",23.7,17.3,6.4,4,"Ribadumia","Pontevedra"
"46127","46",25.7,19.3,6.4,2,"Font d'En Carròs, la","Valencia/Valéncia"
"06108","06",26.7,20.3,6.4,2,"Puebla de Sancho Pérez","Badajoz"
"15029","15",27.2,20.8,6.4,5,"Coristanco","Coruña, A"
"41042","41",27.4,21,6.4,6,"Fuentes de Andalucía","Sevilla"
"39040","39",28,21.6,6.4,3,"Marina de Cudeyo","Cantabria"
"03055","03",28.2,21.8,6.4,4,"Catral","Alicante"
"41101","41",29,22.6,6.4,4,"Villaverde del Río","Sevilla"
"04099","04",30.2,23.8,6.4,5,"Vélez-Rubio","Almería"
"45046","45",30.2,23.8,6.4,2,"Cebolla","Toledo"
"05022","05",30.4,24,6.4,2,"Barraco, El","Ávila"
"39044","39",34.5,28.1,6.4,3,"Miengo","Cantabria"
"18100","18",34.7,28.3,6.4,7,"Huétor Tájar","Granada"
"20027","20",35.5,29.1,6.4,2,"Zestoa","Gipuzkoa"
"20027","20",35.5,29.1,6.4,2,"Zestoa","Gipuzcoa"
"18059","18",36.3,29.9,6.4,3,"Chauchina","Granada"
"32004","32",55.6,49.2,6.4,2,"Avión","Ourense"
"28037","28",23.2,16.7,6.5,2,"Cenicientos","Madrid"
"16190","16",23.8,17.3,6.5,4,"San Clemente","Cuenca"
"06103","06",24.2,17.7,6.5,4,"Puebla de la Calzada","Badajoz"
"23024","23",26.2,19.7,6.5,11,"Carolina, La","Jaén"
"45053","45",26.8,20.3,6.5,7,"Consuegra","Toledo"
"45122","45",27.4,20.9,6.5,4,"Olías del Rey","Toledo"
"17233","17",27.6,21.1,6.5,2,"Vilobí d'Onyar","Girona"
"15016","15",28,21.5,6.5,5,"Camariñas","Coruña, A"
"19058","19",32.9,26.4,6.5,5,"Cabanillas del Campo","Guadalajara"
"47114","47",36.1,29.6,6.5,4,"Peñafiel","Valladolid"
"14074","14",18.2,11.6,6.6,4,"Viso, El","Córdoba"
"21055","21",23.5,16.9,6.6,5,"Palos de la Frontera","Huelva"
"15040","15",25.6,19,6.6,2,"Laxe","Coruña, A"
"39042","39",25.7,19.1,6.6,4,"Medio Cudeyo","Cantabria"
"04016","04",25.9,19.3,6.6,2,"Antas","Almería"
"23006","23",26.5,19.9,6.6,5,"Arjona","Jaén"
"06143","06",26.6,20,6.6,3,"Valverde de Leganés","Badajoz"
"47075","47",28.4,21.8,6.6,4,"Íscar","Valladolid"
"46054","46",29.8,23.2,6.6,10,"Benetússer","Valencia/Valéncia"
"26021","26",30.3,23.7,6.6,3,"Autol","Rioja, La"
"23073","23",30.9,24.3,6.6,6,"Quesada","Jaén"
"39028","39",31,24.4,6.6,3,"Entrambasaguas","Cantabria"
"45118","45",31.4,24.8,6.6,2,"Novés","Toledo"
"38004","38",31.9,25.3,6.6,3,"Arafo","Santa Cruz de Tenerife"
"28131","28",35.6,29,6.6,9,"San Lorenzo de El Escorial","Madrid"
"13077","13",37.1,30.5,6.6,4,"Santa Cruz de Mudela","Ciudad Real"
"15062","15",37.6,31,6.6,7,"Outes","Coruña, A"
"43907","43",43.7,37.1,6.6,4,"Canonja, La","Tarragona"
"08007","08",47.1,40.5,6.6,4,"Arenys de Munt","Barcelona"
"23902","23",21.4,14.7,6.7,3,"Bedmar y Garcíez","Jaén"
"15092","15",24.3,17.6,6.7,6,"Vimianzo","Coruña, A"
"29097","29",26.8,20.1,6.7,4,"Villanueva del Trabuco","Málaga"
"18006","18",27.2,20.5,6.7,3,"Albuñol","Granada"
"46044","46",27.2,20.5,6.7,4,"Ayora","Valencia/Valéncia"
"38044","38",27.7,21,6.7,2,"Tanque, El","Santa Cruz de Tenerife"
"31258","31",29.8,23.1,6.7,5,"Villava/Atarrabia","Navarra"
"31077","31",32,25.3,6.7,4,"Corella","Navarra"
"24209","24",36.8,30.1,6.7,3,"Villafranca del Bierzo","León"
"50252","50",37.1,30.4,6.7,4,"Tauste","Zaragoza"
"20072","20",41.6,34.9,6.7,4,"Urnieta","Gipuzkoa"
"20072","20",41.6,34.9,6.7,4,"Urnieta","Gipuzcoa"
"18911","18",43.3,36.6,6.7,6,"Vegas del Genil","Granada"
"04070","04",18.2,11.4,6.8,2,"Oria","Almería"
"45013","45",19.1,12.3,6.8,2,"Almorox","Toledo"
"02035","02",22.5,15.7,6.8,2,"Gineta, La","Albacete"
"12021","12",22.5,15.7,6.8,5,"Betxí","Castellón/Castelló"
"46248","46",26.6,19.8,6.8,4,"Turís","Valencia/Valéncia"
"02025","02",27.7,20.9,6.8,7,"Caudete","Albacete"
"03105","03",29.2,22.4,6.8,4,"Pinós, el/Pinoso","Alicante"
"31907","31",29.5,22.7,6.8,8,"Zizur Mayor/Zizur Nagusia","Navarra"
"20013","20",36.7,29.9,6.8,4,"Aretxabaleta","Gipuzkoa"
"20013","20",36.7,29.9,6.8,4,"Aretxabaleta","Gipuzcoa"
"36023","36",37,30.2,6.8,8,"Guarda, A","Pontevedra"
"33040","33",37.7,30.9,6.8,5,"Nava","Asturias"
"28002","28",38.6,31.8,6.8,2,"Ajalvir","Madrid"
"08283","08",47.6,40.8,6.8,4,"Tona","Barcelona"
"41010","41",47.8,41,6.8,3,"Almensilla","Sevilla"
"17022","17",48.6,41.8,6.8,6,"Bisbal d'Empordà, La","Girona"
"02045","02",20.9,14,6.9,4,"Madrigueras","Albacete"
"35001","35",21.4,14.5,6.9,5,"Agaete","Palmas, Las"
"46143","46",24.4,17.5,6.9,3,"Xeraco","Valencia/Valéncia"
"23026","23",25.5,18.6,6.9,5,"Castillo de Locubín","Jaén"
"03048","03",27.1,20.2,6.9,6,"Callosa d'En Sarrià","Alicante"
"11037","11",29,22.1,6.9,4,"Trebujena","Cádiz"
"44051","44",29.5,22.6,6.9,3,"Calanda","Teruel"
"48045","48",30.3,23.4,6.9,5,"Güeñes","Bizkaia"
"38047","38",30.6,23.7,6.9,2,"Tijarafe","Santa Cruz de Tenerife"
"33070","33",34.2,27.3,6.9,4,"Tapia de Casariego","Asturias"
"13011","13",35.6,28.7,6.9,8,"Almadén","Ciudad Real"
"18134","18",46.8,39.9,6.9,5,"Monachil","Granada"
"06023","06",23.4,16.4,7,6,"Cabeza del Buey","Badajoz"
"15033","15",23.4,16.4,7,3,"Dodro","Coruña, A"
"14035","14",23.6,16.6,7,7,"Hinojosa del Duque","Córdoba"
"46177","46",28.6,21.6,7,3,"Museros","Valencia/Valéncia"
"21025","21",29.2,22.2,7,5,"Cortegana","Huelva"
"24196","24",31.3,24.3,7,2,"Vega de Espinareda","León"
"06128","06",32,25,7,4,"Talavera la Real","Badajoz"
"46134","46",33.9,26.9,7,2,"Gilet","Valencia/Valéncia"
"08268","08",34,27,7,2,"Cercs","Barcelona"
"31088","31",34.5,27.5,7,4,"Noáin (Valle de Elorz)/Noain (Elortzibar)","Navarra"
"29043","29",35.6,28.6,7,2,"Colmenar","Málaga"
"13079","13",35.8,28.8,7,13,"Solana, La","Ciudad Real"
"08218","08",48.6,41.6,7,5,"Sant Joan de Vilatorrada","Barcelona"
"10049","10",21.3,14.2,7.1,4,"Casar de Cáceres","Cáceres"
"23007","23",24.7,17.6,7.1,4,"Arjonilla","Jaén"
"30011","30",28.8,21.7,7.1,5,"Blanca","Murcia"
"13052","13",29.8,22.7,7.1,7,"Malagón","Ciudad Real"
"28144","28",30.6,23.5,7.1,4,"Soto del Real","Madrid"
"46011","46",31.2,24.1,7.1,7,"Alberic","Valencia/Valéncia"
"45087","45",32.9,25.8,7.1,8,"Madridejos","Toledo"
"48055","48",33.2,26.1,7.1,3,"Lemoa","Bizkaia"
"18164","18",35.7,28.6,7.1,2,"Puebla de Don Fadrique","Granada"
"43133","43",48.5,41.4,7.1,4,"Roquetes","Tarragona"
"39001","39",21.3,14.1,7.2,3,"Alfoz de Lloredo","Cantabria"
"27003","27",22.6,15.4,7.2,3,"Antas de Ulla","Lugo"
"13044","13",26,18.8,7.2,3,"Fuente el Fresno","Ciudad Real"
"23099","23",28.7,21.5,7.2,4,"Villares, Los","Jaén"
"03092","03",29.2,22,7.2,6,"Muro de Alcoy","Alicante"
"13056","13",33.4,26.2,7.2,8,"Miguelturra","Ciudad Real"
"23093","23",33.4,26.2,7.2,5,"Valdepeñas de Jaén","Jaén"
"43129","43",34.9,27.7,7.2,4,"Riudoms","Tarragona"
"43901","43",35.3,28.1,7.2,6,"Deltebre","Tarragona"
"33051","33",37.4,30.2,7.2,6,"Pravia","Asturias"
"21052","21",44.9,37.7,7.2,6,"Nerva","Huelva"
"08214","08",45.9,38.7,7.2,6,"Vilassar de Dalt","Barcelona"
"14051","14",17.4,10.1,7.3,2,"Pedroche","Córdoba"
"18907","18",22.9,15.6,7.3,2,"Valle del Zalabí","Granada"
"32059","32",23.9,16.6,7.3,2,"Peroxa, A","Ourense"
"14018","14",26.8,19.5,7.3,3,"Carpio, El","Córdoba"
"07029","07",26.9,19.6,7.3,4,"Lloseta","Balears, Illes"
"14057","14",27.3,20,7.3,6,"Rambla, La","Córdoba"
"18071","18",28.6,21.3,7.3,5,"Dúrcal","Granada"
"18132","18",31.4,24.1,7.3,3,"Moclín","Granada"
"21078","21",32.8,25.5,7.3,4,"Zalamea la Real","Huelva"
"19171","19",33.4,26.1,7.3,4,"Marchamalo","Guadalajara"
"45038","45",35.3,28,7.3,3,"Carranque","Toledo"
"15008","15",36.4,29.1,7.3,5,"Bergondo","Coruña, A"
"20077","20",37.2,29.9,7.3,6,"Urretxu","Gipuzkoa"
"20077","20",37.2,29.9,7.3,6,"Urretxu","Gipuzcoa"
"28033","28",38.1,30.8,7.3,3,"Campo Real","Madrid"
"36029","36",38.3,31,7.3,15,"Moaña","Pontevedra"
"25050","25",42.9,35.6,7.3,3,"Bellpuig","Lleida"
"24010","24",43.6,36.3,7.3,6,"Bañeza, La","León"
"33073","33",46.8,39.5,7.3,10,"Tineo","Asturias"
"46077","46",24.4,17,7.4,7,"Buñol","Valencia/Valéncia"
"21072","21",29.8,22.4,7.4,10,"Valverde del Camino","Huelva"
"15067","15",31.1,23.7,7.4,7,"Pobra do Caramiñal, A","Coruña, A"
"41045","41",31.9,24.5,7.4,5,"Gerena","Sevilla"
"31016","31",32.4,25,7.4,6,"Ansoáin/Antsoain","Navarra"
"48057","48",32.8,25.4,7.4,7,"Lekeitio","Bizkaia"
