provincianombre,provincia,maxabs,minabs,brecha.sc,count.sc,municipio,zona,show
Huelva,21,40.4,24.2,16.2,10,Moguer,m21050
Barcelona,8,47,30.8,16.2,4,Sant Vicenç de Montalt,m8264
Barcelona,8,51.7,35.5,16.2,5,Bigues i Riells,m8023
Tarragona,43,55.8,39.6,16.2,3,Constantí,m43047
Bizkaia,48,42,25.9,16.1,12,Amorebieta-Etxano,m48003
Alicante,3,43.8,27.7,16.1,2,Polop,m3107
Barcelona,8,44.3,28.2,16.1,2,Olèrdola,m8145
Soria,42,44.8,28.7,16.1,24,Soria,m42173
Granada,18,47.7,31.6,16.1,15,Guadix,m18089
Badajoz,6,33.3,17.3,16,18,Villanueva de la Serena,m6153
Pontevedra,36,36.6,20.6,16,8,Caldas de Reis,m36005
León,24,38.2,22.2,16,7,Bembibre,m24014
Alicante,3,39,23,16,11,Monóvar/Monòver,m3089
"Coruña, A",15,39.3,23.3,16,4,Dumbría,m15034
Sevilla,41,40,24,16,7,Alcalá del Río,m41005
Zaragoza,50,42.1,26.1,16,2,Pinseque,m50209
Barcelona,8,50.9,34.9,16,2,Castellbell i el Vilar,m8053
Barcelona,8,54.7,38.7,16,8,Argentona,m8009
Madrid,28,32.4,16.5,15.9,24,Tres Cantos,m28903
Valencia/Valéncia,46,39.2,23.3,15.9,32,Alzira,m46017
Toledo,45,39.7,23.8,15.9,5,Ocaña,m45121
Granada,18,40.4,24.5,15.9,5,Montefrío,m18135
Gipuzkoa,20,46.9,31,15.9,8,Beasain,m20019
Gipuzcoa,20,46.9,31,15.9,8,Beasain,m20019
Barcelona,8,50.1,34.2,15.9,30,Sant Feliu de Llobregat,m8211
Girona,17,54.4,38.5,15.9,12,Sant Feliu de Guíxols,m17160
Córdoba,14,35.2,19.4,15.8,4,Santaella,m14060
Valencia/Valéncia,46,36,20.2,15.8,10,"Pobla de Vallbona, la",m46202
Alicante,3,40.2,24.4,15.8,48,Alcoy/Alcoi,m3009
Murcia,30,44.4,28.6,15.8,21,Torre-Pacheco,m30037
Gipuzkoa,20,45.9,30.1,15.8,31,Errenteria,m20067
Gipuzcoa,20,45.9,30.1,15.8,31,Errenteria,m20067
Alicante,3,36.1,20.4,15.7,6,Pedreguer,m3101
Málaga,29,41.7,26,15.7,6,Archidona,m29017
Sevilla,41,42.3,26.6,15.7,9,Espartinas,m41040
Madrid,28,42.4,26.7,15.7,14,Arroyomolinos,m28015
León,24,43.2,27.5,15.7,10,Villaquilambre,m24222
Granada,18,44,28.3,15.7,17,Loja,m18122
"Coruña, A",15,47.8,32.1,15.7,18,Arteixo,m15005
Tarragona,43,50.7,35,15.7,2,"Pobla de Montornès, La",m43111
Barcelona,8,53.2,37.5,15.7,10,Montornès del Vallès,m8136
Pontevedra,36,31.6,16,15.6,5,Mondariz,m36030
Alicante,3,39,23.4,15.6,9,Cocentaina,m3056
Gipuzkoa,20,40.8,25.2,15.6,14,Tolosa,m20071
Gipuzcoa,20,40.8,25.2,15.6,14,Tolosa,m20071
Madrid,28,41.5,25.9,15.6,14,Navalcarnero,m28096
Ourense,32,45.5,29.9,15.6,10,"Barco de Valdeorras, O",m32009
Barcelona,8,50.8,35.2,15.6,9,Arenys de Mar,m8006
Barcelona,8,52.7,37.1,15.6,26,Igualada,m8102
León,24,36.3,20.8,15.5,3,"Robla, La",m24134
Asturias,33,45.4,29.9,15.5,2,Ibias,m33028
Tarragona,43,52.5,37,15.5,3,"Pallaresos, Els",m43100
Castellón/Castelló,12,36.2,20.8,15.4,4,Moncofa,m12077
Ourense,32,38.1,22.7,15.4,10,"Carballiño, O",m32019
Murcia,30,39,23.6,15.4,26,Caravaca de la Cruz,m30015
"Rioja, La",26,38.3,23,15.3,10,Arnedo,m26018
Almería,4,47.1,31.8,15.3,16,Adra,m4003
Zamora,49,47.6,32.3,15.3,49,Zamora,m49275
Lugo,27,32.2,17,15.2,10,Sarria,m27057
Valencia/Valéncia,46,37.9,22.7,15.2,17,Oliva,m46181
Cantabria,39,40.5,25.3,15.2,15,Piélagos,m39052
"Balears, Illes",7,44,28.8,15.2,3,Algaida,m7004
Madrid,28,44.9,29.7,15.2,4,"Álamo, El",m28004
Valladolid,47,45.1,29.9,15.2,10,Arroyo de la Encomienda,m47010
Barcelona,8,48.9,33.7,15.2,6,Castellbisbal,m8054
Barcelona,8,53.2,38,15.2,20,Ripollet,m8180
Granada,18,38.7,23.6,15.1,2,Deifontes,m18066
Valencia/Valéncia,46,39,23.9,15.1,21,Alaquàs,m46005
Madrid,28,41.5,26.4,15.1,35,Valdemoro,m28161
Pontevedra,36,42.3,27.2,15.1,18,Ponteareas,m36042
Granada,18,51.1,36,15.1,10,Atarfe,m18022
"Palmas, Las",35,52.8,37.7,15.1,10,San Bartolomé,m35018
"Balears, Illes",7,34.1,19.1,15,6,"Pobla, Sa",m7044
Lugo,27,38.3,23.3,15,13,Vilalba,m27065
Tarragona,43,40.8,25.8,15,3,"Ametlla de Mar, L'",m43013
Teruel,44,43.2,28.2,15,20,Teruel,m44216
Salamanca,37,45,30,15,11,Ciudad Rodrigo,m37107
Valencia/Valéncia,46,36.9,22,14.9,32,Mislata,m46169
León,24,41.4,26.5,14.9,10,Villablino,m24202
Sevilla,41,43.7,28.8,14.9,6,Bollullos de la Mitación,m41016
Granada,18,50.7,35.8,14.9,12,Maracena,m18127
Barcelona,8,52.4,37.5,14.9,9,Caldes de Montbui,m8033
Almería,4,42,27.2,14.8,11,Níjar,m4066
Málaga,29,45,30.2,14.8,9,Álora,m29012
Granada,18,46.5,31.7,14.8,8,Salobreña,m18173
Sevilla,41,47.5,32.7,14.8,12,Castilleja de la Cuesta,m41029
Barcelona,8,57.1,42.3,14.8,17,Sant Pere de Ribes,m8231
Castellón/Castelló,12,30.8,16.1,14.7,9,Nules,m12082
"Balears, Illes",7,35.2,20.5,14.7,2,"Salines, Ses",m7059
Albacete,2,38.1,23.4,14.7,10,"Roda, La",m2069
Málaga,29,43.6,28.9,14.7,13,Coín,m29042
Lugo,27,46.9,32.2,14.7,74,Lugo,m27028
"Balears, Illes",7,21.9,7.3,14.6,2,Montuïri,m7038
Madrid,28,40.1,25.5,14.6,13,Galapagar,m28061
Guadalajara,19,41.7,27.1,14.6,16,Azuqueca de Henares,m19046
Ávila,5,42.1,27.5,14.6,39,Ávila,m5019
Granada,18,45.9,31.3,14.6,4,Padul,m18150
"Coruña, A",15,34.1,19.6,14.5,6,Oroso,m15060
Tarragona,43,40.3,25.8,14.5,2,Santa Oliva,m43140
Lugo,27,41.1,26.6,14.5,12,Viveiro,m27066
"Coruña, A",15,42,27.5,14.5,5,Carnota,m15020
Zaragoza,50,42.7,28.2,14.5,13,Ejea de los Caballeros,m50095
Santa Cruz de Tenerife,38,42.9,28.4,14.5,10,Guía de Isora,m38019
Lleida,25,48.6,34.1,14.5,5,Tremp,m25234
"Coruña, A",15,50.3,35.8,14.5,16,Cambre,m15017
Girona,17,56.5,42,14.5,5,Castell-Platja d'Aro,m17048
Valencia/Valéncia,46,38.2,23.8,14.4,14,Picassent,m46194
"Coruña, A",15,43.9,29.5,14.4,12,Teo,m15082
Sevilla,41,49.4,35,14.4,28,Écija,m41039
Valencia/Valéncia,46,36.2,21.9,14.3,8,Chiva,m46111
Girona,17,41.8,27.5,14.3,3,Begur,m17013
Barcelona,8,49.1,34.8,14.3,5,Sant Vicenç de Castellet,m8262
Barcelona,8,58.5,44.2,14.3,11,Corbera de Llobregat,m8072
Pontevedra,36,39.4,25.2,14.2,12,"Porriño, O",m36039
Madrid,28,40.2,26,14.2,28,Pinto,m28113
Santa Cruz de Tenerife,38,41.3,27.1,14.2,6,Arico,m38005
Huelva,21,42.7,28.5,14.2,15,Lepe,m21044
Cáceres,10,44.5,30.3,14.2,13,Navalmoral de la Mata,m10131
Tarragona,43,49.7,35.5,14.2,15,Valls,m43161
Alicante,3,32.6,18.5,14.1,7,Albatera,m3005
Alicante,3,35.1,21,14.1,4,Dolores,m3064
Toledo,45,39.5,25.4,14.1,5,Bargas,m45019
Barcelona,8,40.8,26.7,14.1,5,Navàs,m8141
Barcelona,8,50.6,36.5,14.1,15,Sitges,m8270
Murcia,30,34.7,20.7,14,8,Moratalla,m30028
Alicante,3,39,25,14,2,Formentera del Segura,m3070
Madrid,28,41.4,27.4,14,8,San Martín de la Vega,m28132
Girona,17,49.4,35.4,14,7,Torroella de Montgrí,m17199
Girona,17,52.4,38.4,14,5,"Escala, L'",m17062
Valencia/Valéncia,46,35.8,21.9,13.9,21,Xirivella,m46110
Almería,4,37.6,23.7,13.9,7,Cuevas del Almanzora,m4035
Asturias,33,43.4,29.5,13.9,14,Villaviciosa,m33076
Toledo,45,43.7,29.8,13.9,6,Yuncos,m45205
Barcelona,8,54,40.1,13.9,12,Manlleu,m8112
Sevilla,41,45.5,31.7,13.8,5,Olivares,m41067
Bizkaia,48,47.3,33.5,13.8,20,Erandio,m48902
Bizkaia,48,48.1,34.3,13.8,38,Santurtzi,m48082
Navarra,31,32.1,18.4,13.7,2,Milagro,m31169
Málaga,29,32.9,19.2,13.7,2,Mollina,m29072
Valencia/Valéncia,46,35.7,22,13.7,21,Quart de Poblet,m46102
Segovia,40,40.8,27.1,13.7,43,Segovia,m40194
Segovia,40,41.2,27.5,13.7,7,Cuéllar,m40063
Sevilla,41,41.7,28,13.7,17,Lebrija,m41053
"Balears, Illes",7,42.4,28.7,13.7,5,Alaior,m7002
Córdoba,14,43,29.3,13.7,18,Montilla,m14042
Murcia,30,43.6,29.9,13.7,15,"Unión, La",m30041
Madrid,28,38.2,24.6,13.6,4,Villa del Prado,m28171
Murcia,30,39.7,26.1,13.6,27,Totana,m30039
Pontevedra,36,48.4,34.8,13.6,17,Marín,m36026
Barcelona,8,50,36.4,13.6,2,Olesa de Bonesvalls,m8146
Granada,18,50,36.4,13.6,11,"Gabias, Las",m18905
Huelva,21,31.1,17.6,13.5,3,Beas,m21011
Valencia/Valéncia,46,34.5,21,13.5,6,Cheste,m46109
Jaén,23,47.8,34.3,13.5,12,Bailén,m23010
Murcia,30,38.7,25.3,13.4,8,Alguazas,m30007
Córdoba,14,40,26.6,13.4,7,Almodóvar del Río,m14005
Valladolid,47,41,27.6,13.4,4,Aldeamayor de San Martín,m47007
Barcelona,8,49,35.6,13.4,21,Sant Joan Despí,m8217
"Palmas, Las",35,61.1,47.7,13.4,32,Arrecife,m35004
Valencia/Valéncia,46,33.8,20.5,13.3,24,Algemesí,m46029
Albacete,2,34.2,20.9,13.3,18,Almansa,m2009
Navarra,31,40.4,27.1,13.3,21,Tudela,m31232
Bizkaia,48,41.4,28.1,13.3,3,Iurreta,m48910
Gipuzkoa,20,44.7,31.4,13.3,14,Pasaia,m20064
Gipuzcoa,20,44.7,31.4,13.3,14,Pasaia,m20064
Almería,4,48.5,35.2,13.3,10,Huércal de Almería,m4052
Albacete,2,32.4,19.2,13.2,15,Villarrobledo,m2081
Pontevedra,36,32.6,19.4,13.2,6,Salceda de Caselas,m36049
Córdoba,14,33.8,20.6,13.2,4,Hornachuelos,m14036
Alicante,3,36.5,23.3,13.2,7,Onil,m3096
"Palmas, Las",35,38.9,25.7,13.2,27,Arucas,m35006
Barcelona,8,44.2,31,13.2,7,Santa Margarida de Montbui,m8250
Barcelona,8,45.3,32.1,13.2,2,Òdena,m8143
Barcelona,8,47.8,34.6,13.2,22,Vilafranca del Penedès,m8305
Barcelona,8,48.2,35,13.2,8,Cardedeu,m8046
Málaga,29,52.6,39.4,13.2,20,Alhaurín de la Torre,m29007
Ourense,32,29.4,16.3,13.1,4,San Cibrao das Viñas,m32075
Pontevedra,36,32,18.9,13.1,19,"Estrada, A",m36017
Valencia/Valéncia,46,38.5,25.4,13.1,9,Utiel,m46249
Almería,4,40.5,27.4,13.1,6,Albox,m4006
Santa Cruz de Tenerife,38,43.3,30.2,13.1,18,Icod de los Vinos,m38022
Gipuzkoa,20,44.9,31.8,13.1,4,Mutriku,m20056
Gipuzcoa,20,44.9,31.8,13.1,4,Mutriku,m20056
Murcia,30,34.9,21.9,13,11,Archena,m30009
Ciudad Real,13,35.1,22.1,13,12,Daimiel,m13039
Ourense,32,36.4,23.4,13,6,Barbadás,m32008
Cantabria,39,37.3,24.3,13,10,Laredo,m39035
Madrid,28,38.4,25.4,13,23,San Fernando de Henares,m28130
Valladolid,47,38.4,25.4,13,18,Laguna de Duero,m47076
Cantabria,39,30,17.1,12.9,6,Cabezón de la Sal,m39012
Valencia/Valéncia,46,31.1,18.2,12.9,4,Puig,m46204
Córdoba,14,35.6,22.7,12.9,4,Iznájar,m14037
Cantabria,39,38.1,25.2,12.9,21,Camargo,m39016
Zaragoza,50,39.3,26.4,12.9,6,Caspe,m50074
Zaragoza,50,44.2,31.3,12.9,11,Utebo,m50272
Bizkaia,48,44.6,31.7,12.9,40,Portugalete,m48078
Sevilla,41,50.4,37.5,12.9,5,Valencina de la Concepción,m41096
Zaragoza,50,30,17.2,12.8,4,Épila,m50099
"Coruña, A",15,32.9,20.1,12.8,11,"Laracha, A",m15041
Pontevedra,36,38.2,25.4,12.8,2,Dozón,m36016
Sevilla,41,38.6,25.8,12.8,5,Villanueva del Río y Minas,m41099
Málaga,29,39.6,26.8,12.8,7,Pizarra,m29080
Sevilla,41,40.9,28.1,12.8,10,"Algaba, La",m41007
Pontevedra,36,42.4,29.6,12.8,8,Baiona,m36003
Salamanca,37,43.8,31,12.8,9,Santa Marta de Tormes,m37294
Girona,17,45.6,32.8,12.8,3,Porqueres,m17137
Tarragona,43,48.9,36.1,12.8,5,Montblanc,m43086
Valencia/Valéncia,46,34.6,21.9,12.7,12,Silla,m46230
Valencia/Valéncia,46,41.4,28.7,12.7,3,Montserrat,m46172
Gipuzkoa,20,44.2,31.5,12.7,9,Elgoibar,m20032
Gipuzcoa,20,44.2,31.5,12.7,9,Elgoibar,m20032
Murcia,30,35.5,22.9,12.6,30,Yecla,m30043
Teruel,44,40.2,27.6,12.6,11,Alcañiz,m44013
Sevilla,41,40.4,27.8,12.6,7,"Puebla del Río, La",m41079
Gipuzkoa,20,40.7,28.1,12.6,14,Zarautz,m20079
Gipuzcoa,20,40.7,28.1,12.6,14,Zarautz,m20079
Huesca,22,43.2,30.6,12.6,11,Monzón,m22158
Asturias,33,43.4,30.8,12.6,19,Castrillón,m33016
Barcelona,8,44.8,32.2,12.6,4,Santa Margarida i els Monjos,m8251
Almería,4,47.4,34.8,12.6,13,Vícar,m4102
Barcelona,8,49.6,37,12.6,5,Palafolls,m8155
Barcelona,8,49.7,37.1,12.6,5,Cervelló,m8068
Ourense,32,28.3,15.8,12.5,2,Taboadela,m32079
Ourense,32,34.8,22.3,12.5,3,Boborás,m32013
Valencia/Valéncia,46,35.6,23.1,12.5,5,Canet d'En Berenguer,m46082
Sevilla,41,40,27.5,12.5,13,Osuna,m41068
Bizkaia,48,44,31.5,12.5,11,Ermua,m48034
"Coruña, A",15,54,41.5,12.5,28,Narón,m15054
Alicante,3,32.7,20.3,12.4,3,Agost,m3002
Valencia/Valéncia,46,35.3,22.9,12.4,8,Massamagrell,m46164
Asturias,33,38.7,26.3,12.4,11,Llanera,m33035
Toledo,45,40.9,28.5,12.4,15,Illescas,m45081
Pontevedra,36,42.8,30.4,12.4,3,"Lama, A",m36025
Barcelona,8,45.7,33.3,12.4,4,Sant Fruitós de Bages,m8213
Girona,17,48.2,35.8,12.4,6,Santa Coloma de Farners,m17180
Barcelona,8,52.4,40,12.4,10,Lliçà d'Amunt,m8107
León,24,29.9,17.6,12.3,2,Santa Marina del Rey,m24159
Valencia/Valéncia,46,32.1,19.8,12.3,14,Tavernes de la Valldigna,m46238
Pontevedra,36,36.4,24.1,12.3,9,Gondomar,m36021
Madrid,28,38,25.7,12.3,8,Humanes de Madrid,m28073
Barcelona,8,43.2,30.9,12.3,4,Súria,m8274
"Coruña, A",15,29.6,17.4,12.2,10,Ordes,m15059
Alicante,3,33.7,21.5,12.2,5,Gata de Gorgos,m3071
Huelva,21,36.7,24.5,12.2,8,Bollullos Par del Condado,m21013
Almería,4,37.6,25.4,12.2,3,Viator,m4101
Tarragona,43,40.5,28.3,12.2,12,Amposta,m43014
Madrid,28,40.8,28.6,12.2,8,Paracuellos de Jarama,m28104
León,24,44.7,32.5,12.2,46,Ponferrada,m24115
Barcelona,8,45.1,32.9,12.2,5,Santa Coloma de Cervelló,m8244
Barcelona,8,47,34.8,12.2,2,"Torre de Claramunt, La",m8286
Barcelona,8,47.9,35.7,12.2,7,Abrera,m8001
Barcelona,8,50.8,38.6,12.2,6,Sant Andreu de Llavaneres,m8197
"Balears, Illes",7,23.6,11.5,12.1,3,Selva,m7058
Castellón/Castelló,12,31.9,19.8,12.1,24,"Vall d'Uixó, la",m12126
Lugo,27,32.5,20.4,12.1,7,Foz,m27019
"Palmas, Las",35,32.7,20.6,12.1,6,Moya,m35013
"Balears, Illes",7,35,22.9,12.1,5,Campos,m7013
Toledo,45,35.3,23.2,12.1,6,Fuensalida,m45066
Ourense,32,39.6,27.5,12.1,9,Verín,m32085
Barcelona,8,47.9,35.8,12.1,6,Premià de Dalt,m8230
Sevilla,41,50,37.9,12.1,11,Marchena,m41060
Barcelona,8,52.3,40.2,12.1,12,Badia del Vallès,m8904
Navarra,31,35.6,23.6,12,11,Barañain,m31901
Pontevedra,36,36.4,24.4,12,7,"Grove, O",m36022
Córdoba,14,40.8,28.8,12,9,"Carlota, La",m14017
Granada,18,45.6,33.6,12,16,Baza,m18023
Barcelona,8,50.2,38.2,12,23,Barberà del Vallès,m8252
Barcelona,8,50.4,38.4,12,5,"Ametlla del Vallès, L'",m8005
Santa Cruz de Tenerife,38,26.4,14.5,11.9,7,"Victoria de Acentejo, La",m38051
Valencia/Valéncia,46,28.8,16.9,11.9,7,Benaguasil,m46051
Valencia/Valéncia,46,32.6,20.7,11.9,16,Sueca,m46235
Valencia/Valéncia,46,33.6,21.7,11.9,12,Puçol,m46205
Alicante,3,38.2,26.3,11.9,26,Petrer,m3104
Valencia/Valéncia,46,38.3,26.4,11.9,17,Alfafar,m46022
Lugo,27,38.4,26.5,11.9,6,Ribadeo,m27051
Jaén,23,38.7,26.8,11.9,5,Santiago-Pontones,m23904
Madrid,28,43.1,31.2,11.9,5,Meco,m28083
Araba/Álava,1,43.5,31.6,11.9,13,Laudio/Llodio,m1036
"Balears, Illes",7,44.7,32.8,11.9,15,Maó,m7032
Barcelona,8,48.5,36.6,11.9,4,Sant Antoni de Vilamajor,m8198
Málaga,29,31.2,19.4,11.8,3,Villanueva de la Concepción,m29902
Cádiz,11,36.5,24.7,11.8,13,Ubrique,m11038
Cádiz,11,40,28.2,11.8,9,Vejer de la Frontera,m11039
Girona,17,48.8,37,11.8,11,Palamós,m17118
Barcelona,8,49,37.2,11.8,5,"Roca del Vallès, La",m8181
Pontevedra,36,31.6,19.9,11.7,15,Lalín,m36024
Pontevedra,36,33,21.3,11.7,12,Tui,m36055
Tarragona,43,41.3,29.6,11.7,2,Banyeres del Penedès,m43020
Barcelona,8,43.2,31.5,11.7,2,Monistrol de Montserrat,m8127
Asturias,33,43.6,31.9,11.7,11,Aller,m33002
Murcia,30,27.1,15.5,11.6,6,Fortuna,m30020
Alicante,3,37.3,25.7,11.6,23,Novelda,m3093
"Coruña, A",15,39.1,27.5,11.6,8,Muros,m15053
Córdoba,14,39.8,28.2,11.6,6,Posadas,m14053
Bizkaia,48,43.5,31.9,11.6,11,Valle de Trápaga-Trapagaran,m48080
León,24,44.8,33.2,11.6,19,San Andrés del Rabanedo,m24142
Barcelona,8,44.9,33.3,11.6,4,Sant Esteve Sesrovires,m8208
Huesca,22,46.4,34.8,11.6,10,Fraga,m22112
Alicante,3,46.8,35.2,11.6,2,Finestrat,m3069
Huelva,21,48.5,36.9,11.6,11,Aljaraque,m21002
Lleida,25,53.2,41.6,11.6,4,Alcarràs,m25011
"Coruña, A",15,33.6,22.1,11.5,5,Cee,m15023
Toledo,45,37.5,26,11.5,2,Camarena,m45031
Pontevedra,36,40.8,29.3,11.5,13,Sanxenxo,m36051
Barcelona,8,42.9,31.4,11.5,6,Viladecavalls,m8300
"Palmas, Las",35,43.1,31.6,11.5,4,Tinajo,m35029
Toledo,45,45.7,34.2,11.5,11,Seseña,m45161
Toledo,45,47.5,36,11.5,2,"Viso de San Juan, El",m45199
Murcia,30,30.1,18.7,11.4,10,Beniel,m30010
Granada,18,32.1,20.7,11.4,5,Alhama de Granada,m18013
"Palmas, Las",35,38.2,26.8,11.4,7,Tuineje,m35030
León,24,40,28.6,11.4,7,Astorga,m24008
Granada,18,41.5,30.1,11.4,3,Gójar,m18084
Barcelona,8,47.7,36.3,11.4,6,Llinars del Vallès,m8106
Barcelona,8,48.8,37.4,11.4,9,"Llagosta, La",m8105
Cantabria,39,28,16.7,11.3,4,Campoo de Enmedio,m39027
Cáceres,10,30.7,19.4,11.3,9,Coria,m10067
Murcia,30,33.9,22.6,11.3,9,Calasparra,m30013
Valencia/Valéncia,46,34.8,23.5,11.3,17,Moncada,m46171
Córdoba,14,37.4,26.1,11.3,15,Cabra,m14013
Alicante,3,39.7,28.4,11.3,7,Jijona/Xixona,m3083
Asturias,33,40.5,29.2,11.3,3,Colunga,m33019
"Coruña, A",15,44.4,33.1,11.3,14,Boiro,m15011
Pontevedra,36,46,34.7,11.3,10,Bueu,m36004
Barcelona,8,47.8,36.5,11.3,8,Palau-solità i Plegamans,m8156
Santa Cruz de Tenerife,38,27.1,15.9,11.2,6,San Sebastián de la Gomera,m38036
Madrid,28,34.8,23.6,11.2,5,Valdemorillo,m28160
"Coruña, A",15,37.9,26.7,11.2,10,Noia,m15057
Lleida,25,41.4,30.2,11.2,5,Cervera,m25072
Gipuzkoa,20,42,30.8,11.2,11,Bergara,m20074
Gipuzcoa,20,42,30.8,11.2,11,Bergara,m20074
"Balears, Illes",7,44.4,33.2,11.2,5,Andratx,m7005
Tarragona,43,45.6,34.4,11.2,10,Sant Carles de la Ràpita,m43136
Cádiz,11,29,17.9,11.1,9,Medina-Sidonia,m11023
Ourense,32,31,19.9,11.1,7,Xinzo de Limia,m32032
Córdoba,14,35.5,24.4,11.1,8,Montoro,m14043
Madrid,28,38.4,27.3,11.1,5,Brunete,m28026
Huesca,22,39.2,28.1,11.1,11,Barbastro,m22048
Sevilla,41,55.5,44.4,11.1,18,Camas,m41021
Valencia/Valéncia,46,28.3,17.3,11,2,Miramar,m46168
"Coruña, A",15,35.1,24.1,11,9,Porto do Son,m15071
Madrid,28,35.7,24.7,11,5,Villarejo de Salvanés,m28180
Ciudad Real,13,41.5,30.5,11,21,Valdepeñas,m13087
Bizkaia,48,42.8,31.8,11,8,Arrigorriaga,m48011
Lleida,25,44.5,33.5,11,11,Tàrrega,m25217
Santa Cruz de Tenerife,38,44.5,33.5,11,13,"Llanos de Aridane, Los",m38024
Granada,18,46.1,35.1,11,8,Churriana de la Vega,m18062
Castellón/Castelló,12,24.5,13.6,10.9,2,Chilches/Xilxes,m12053
"Coruña, A",15,34.6,23.7,10.9,6,Arzúa,m15006
Asturias,33,34.7,23.8,10.9,10,Llanes,m33036
Pontevedra,36,34.8,23.9,10.9,3,Agolada,m36020
Ciudad Real,13,35.4,24.5,10.9,7,Bolaños de Calatrava,m13023
"Balears, Illes",7,39.3,28.4,10.9,11,Felanitx,m7022
Barcelona,8,43,32.1,10.9,3,Capellades,m8044
Bizkaia,48,43.4,32.5,10.9,7,Etxebarri,m48029
Asturias,33,48.9,38,10.9,12,Cangas del Narcea,m33011
Ourense,32,25.2,14.4,10.8,2,Xunqueira de Ambía,m32036
Valencia/Valéncia,46,25.8,15,10.8,7,Albaida,m46006
Alicante,3,28.4,17.6,10.8,6,Pego,m3102
Cantabria,39,29.3,18.5,10.8,4,San Vicente de la Barquera,m39080
Barcelona,8,35.6,24.8,10.8,3,Subirats,m8273
Madrid,28,35.6,24.8,10.8,3,Serranillos del Valle,m28140
Zamora,49,35.8,25,10.8,8,Toro,m49219
Madrid,28,37.7,26.9,10.8,9,Algete,m28009
Toledo,45,38.8,28,10.8,8,Sonseca,m45163
Huesca,22,41.9,31.1,10.8,8,Jaca,m22130
Asturias,33,43.4,32.6,10.8,13,Corvera de Asturias,m33020
Sevilla,41,43.6,32.8,10.8,14,Tomares,m41093
Girona,17,44.1,33.3,10.8,8,Ripoll,m17147
Barcelona,8,47.7,36.9,10.8,2,Masquefa,m8119
Lleida,25,48.8,38,10.8,6,Mollerussa,m25137
Barcelona,8,52,41.2,10.8,8,Torelló,m8285
Valencia/Valéncia,46,29.7,19,10.7,7,Massanassa,m46165
Alicante,3,32.8,22.1,10.7,2,Xaló,m3081
Cáceres,10,33.6,22.9,10.7,7,Trujillo,m10195
Murcia,30,35.3,24.6,10.7,12,Puerto Lumbreras,m30033
"Rioja, La",26,42.1,31.4,10.7,8,Haro,m26071
Bizkaia,48,44.7,34,10.7,10,Mungia,m48069
"Coruña, A",15,47,36.3,10.7,11,Fene,m15035
Valencia/Valéncia,46,27.3,16.7,10.6,7,Godella,m46135
"Palmas, Las",35,29.8,19.2,10.6,12,Santa María de Guía de Gran Canaria,m35023
Sevilla,41,30.5,19.9,10.6,3,Castilblanco de los Arroyos,m41027
Córdoba,14,40.6,30,10.6,13,Peñarroya-Pueblonuevo,m14052
Valencia/Valéncia,46,41.9,31.3,10.6,13,Requena,m46213
Lleida,25,48.2,37.6,10.6,7,"Seu d'Urgell, La",m25203
Sevilla,41,51.5,40.9,10.6,3,Alcolea del Río,m41006
Tarragona,43,52.4,41.8,10.6,8,Torredembarra,m43153
Barcelona,8,54.4,43.8,10.6,4,Torrelles de Llobregat,m8289
Girona,17,43.1,32.6,10.5,3,Celrà,m17049
Pontevedra,36,28.7,18.3,10.4,4,Forcarei,m36018
Córdoba,14,29.7,19.3,10.4,2,Almedinilla,m14004
Valencia/Valéncia,46,31,20.6,10.4,14,Paiporta,m46186
Jaén,23,32.4,22,10.4,13,Baeza,m23009
Córdoba,14,32.6,22.2,10.4,6,Villa del Río,m14066
Huelva,21,33.5,23.1,10.4,2,Manzanilla,m21047
Pontevedra,36,35,24.6,10.4,7,Vilanova de Arousa,m36061
"Coruña, A",15,37.3,26.9,10.4,6,Ponteceso,m15068
Gipuzkoa,20,37.7,27.3,10.4,8,Ordizia,m20076
Gipuzcoa,20,37.7,27.3,10.4,8,Ordizia,m20076
Cantabria,39,38.9,28.5,10.4,7,Santa Cruz de Bezana,m39073
Tarragona,43,39.2,28.8,10.4,2,Camarles,m43903
Gipuzkoa,20,43.8,33.4,10.4,11,Andoain,m20009
Gipuzcoa,20,43.8,33.4,10.4,11,Andoain,m20009
Huelva,21,45.3,34.9,10.4,7,Aracena,m21007
Barcelona,8,53.1,42.7,10.4,7,Tordera,m8284
Valencia/Valéncia,46,23.5,13.2,10.3,9,"Alcúdia, l'",m46019
"Palmas, Las",35,32.3,22,10.3,10,Teror,m35027
Pontevedra,36,34.4,24.1,10.3,10,Mos,m36033
Asturias,33,34.8,24.5,10.3,3,Candamo,m33010
"Coruña, A",15,35.4,25.1,10.3,4,Ares,m15004
Granada,18,37.3,27,10.3,2,Cortes de Baza,m18053
Jaén,23,37.4,27.1,10.3,7,Villanueva del Arzobispo,m23097
Barcelona,8,39.2,28.9,10.3,8,Sant Sadurní d'Anoia,m8240
Asturias,33,39.5,29.2,10.3,5,Parres,m33045
Pontevedra,36,43.6,33.3,10.3,26,Vilagarcía de Arousa,m36060
Barcelona,8,44.6,34.3,10.3,2,"Masies de Voltregà, Les",m8117
Barcelona,8,45.6,35.3,10.3,7,Sallent,m8191
Huelva,21,30.6,20.4,10.2,4,Alosno,m21006
Valladolid,47,36,25.8,10.2,2,Mojados,m47090
Cádiz,11,36.7,26.5,10.2,10,Villamartín,m11041
